"Slips stat (1=Out,0=In) ",Traveling Block Weight kkgf
0.0,76.9885740615622
0.0,78.8444572224494
0.0,78.487558045147
0.0,78.2734189016395
0.0,77.98789928764221
0.0,78.1204598434052
0.0,78.5589380620444
0.0,78.4569677757142
0.0,79.4868755601567
0.0,78.62011860090999
0.0,78.5589380620444
0.0,79.17076613031891
0.0,79.1095855914533
0.0,78.9260362637862
0.0,78.3040087174799
0.0,78.6405171033813
0.0,80.108903106463
0.0,79.8947635093631
0.0,80.00693327372521
0.0,77.3046834914
0.0,76.8254155252961
0.0,78.62011860090999
0.0,85.7887223534864
0.0,84.3713174112385
0.0,84.9933449575449
0.0,85.49300371504971
0.0,83.94303821703879
0.0,85.2074841010524
0.0,85.83971112539052
0.0,87.6548045388131
0.0,91.2544015498177
0.0,90.83632228724207
0.0,90.67316375097592
0.0,90.83632228724207
0.0,89.30674758063209
0.0,88.07289196605129
0.0,83.9940274425352
0.0,85.0341342514171
0.0,83.55554877030359
0.0,83.12726231862591
0.0,83.8920494451347
0.0,86.55350947999521
0.0,82.2605049057869
0.0,82.2707043838187
0.0,82.9437129909588
0.0,82.35228342515559
0.0,85.7581320840536
0.0,85.2890635959816
0.0,89.63305648850171
0.0,90.70375402040881
0.0,89.7248272968001
0.0,90.31626457367359
0.0,89.786015546736
0.0,89.57186823856578
0.0,90.17350499347107
0.0,90.96888238941273
0.0,89.31693934759359
0.0,91.27480050588129
0.0,89.2251685392953
0.0,91.33598104474692
0.0,91.13204092567881
0.0,91.40736060805193
0.0,91.27480050588129
0.0,91.3563718361479
0.0,91.30539077531412
0.0,91.73366951592148
0.0,91.0402624063101
0.0,91.30539077531412
0.0,90.8669125566749
0.0,91.3563718361479
0.0,91.1014429451757
0.0,91.4685411469175
0.0,91.386969816651
0.0,91.30539077531412
0.0,91.6724889770559
0.0,91.40736060805193
0.0,91.80504953281893
0.0,91.90701936555679
0.0,90.70375402040881
0.0,92.0395876323901
0.0,91.856038304723
0.0,91.40736060805193
0.0,91.9987978849255
0.0,91.8662300716845
0.0,92.5494458679267
0.0,91.3155897997536
0.0,61.927365095033906
0.0,61.8967748256011
0.0,61.8661809274293
0.0,61.7846055148314
0.0,61.8763799518688
0.0,61.794800910531904
0.0,61.7846055148314
0.0,61.825395262296105
0.0,61.7438157673668
0.0,61.7438157673668
0.0,61.825395262296105
0.0,61.94775996876621
0.0,61.631646456597096
0.0,61.7642106410991
0.0,61.7846055148314
0.0,61.8967748256011
0.0,61.825395262296105
0.0,61.8661809274293
0.0,61.845789682436
0.0,61.68263522850121
0.0,61.794800910531904
0.0,61.81519578426421
0.0,61.8661809274293
0.0,61.825395262296105
0.0,61.7642106410991
0.0,61.7438157673668
0.0,61.7642106410991
0.0,61.927365095033906
0.0,61.81519578426421
0.0,61.794800910531904
0.0,61.662240808361304
0.0,61.81519578426421
0.0,61.845789682436
0.0,61.580661313431996
0.0,61.825395262296105
0.0,61.641845934629
0.0,61.7336203716663
0.0,61.641845934629
0.0,61.7336203716663
0.0,61.794800910531904
0.0,61.8967748256011
0.0,61.8661809274293
0.0,61.7846055148314
0.0,61.794800910531904
0.0,61.7438157673668
0.0,61.8661809274293
0.0,61.81519578426421
0.0,61.8661809274293
0.0,61.7438157673668
0.0,61.927365095033906
0.0,61.641845934629
0.0,61.81519578426421
0.0,61.7438157673668
0.0,61.68263522850121
0.0,61.8661809274293
0.0,61.825395262296105
0.0,61.81519578426421
0.0,61.692831077794104
0.0,61.713225497934
0.0,61.7846055148314
0.0,61.692831077794104
0.0,61.68263522850121
0.0,61.7438157673668
0.0,61.8661809274293
0.0,61.825395262296105
0.0,61.7336203716663
0.0,61.845789682436
0.0,61.81519578426421
0.0,61.662240808361304
0.0,61.68263522850121
0.0,61.68263522850121
0.0,61.641845934629
0.0,61.692831077794104
0.0,61.713225497934
0.0,61.499086354426495
0.0,61.692831077794104
0.0,61.692831077794104
0.0,61.631646456597096
0.0,61.7336203716663
0.0,61.7438157673668
0.0,61.7336203716663
0.0,61.7336203716663
0.0,61.7438157673668
0.0,61.794800910531904
0.0,61.713225497934
0.0,61.6112515828648
0.0,61.7336203716663
0.0,61.81519578426421
0.0,61.845789682436
0.0,61.692831077794104
0.0,61.662240808361304
0.0,55.2686195779941
0.0,56.51267058827539
0.0,65.5473569797708
0.0,63.049055481176396
0.0,73.2054277228905
0.0,71.879793588941
0.0,66.6588515166204
0.0,66.648652492181
0.0,66.6282535361173
0.0,66.648652492181
0.0,66.47530218895339
0.0,66.44471237311289
0.0,66.44471237311289
0.0,66.42431341704929
0.0,66.2815538368468
0.0,66.2407640893822
0.0,66.1999747955099
0.0,66.1489937346762
0.0,66.1489937346762
0.0,66.0266249458747
0.0,66.10820398721151
0.0,66.0776137177787
0.0,66.1489937346762
0.0,66.10820398721151
0.0,66.10820398721151
0.0,66.0776137177787
0.0,66.0776137177787
0.0,66.2101738199494
0.0,66.1489937346762
0.0,66.2815538368468
0.0,66.1591850480453
0.0,66.2101738199494
0.0,66.2815538368468
0.0,66.0776137177787
0.0,66.1489937346762
0.0,66.17958400410889
0.0,66.1285947786125
0.0,66.0776137177787
0.0,66.1285947786125
0.0,66.1489937346762
0.0,66.17958400410889
0.0,66.2611630454458
0.0,66.23056506494271
0.0,66.10820398721151
0.0,65.69011655997329
0.0,65.8634664096086
0.0,63.3243751635495
0.0,63.28358949841621
0.0,65.4147964240078
0.0,64.9457243071968
0.0,64.9661191809291
0.0,64.81316375143379
0.0,64.8641488945989
0.0,64.8641488945989
0.0,64.7621749795297
0.0,64.9457243071968
0.0,64.81316375143379
0.0,64.7927693312938
0.0,64.8947391640317
0.0,64.9253294334645
0.0,64.9253294334645
0.0,64.9457243071968
0.0,64.8437540208666
0.0,64.9763182053686
0.0,64.9967130791009
0.0,64.9253294334645
0.0,64.9253294334645
0.0,64.8947391640317
0.0,64.9661191809291
0.0,64.81316375143379
0.0,64.9253294334645
0.0,64.8947391640317
0.0,64.8641488945989
0.0,64.8947391640317
0.0,66.44471237311289
0.0,65.1292736348639
0.0,64.21153107885979
0.0,63.6098984062858
0.0,64.8437540208666
0.0,64.8335586251661
0.0,64.7621749795297
0.0,64.6296148773591
0.0,64.78256985326199
0.0,64.78256985326199
0.0,64.650009297499
0.0,64.91513403776399
0.0,64.7417841881287
0.0,64.8947391640317
0.0,64.19113620512749
0.0,97.3013189985829
0.0,97.1891496878133
0.0,97.01579983817801
0.0,97.11777012450821
0.0,96.9546192993124
0.0,96.9648110662739
0.0,60.3977908420163
0.0,61.4582966069619
0.0,58.8172314458336
0.0,55.686702922901
0.0,57.8485001179254
0.0,59.0925552105381
0.0,58.776441698369
0.0,58.562302554861496
0.0,58.6948667393635
0.0,58.776441698369
0.0,58.766246302668506
0.0,58.633682118166504
0.0,58.776441698369
0.0,58.5928928242943
0.0,58.7356524044968
0.0,58.766246302668506
0.0,58.8682165889987
0.0,58.766246302668506
0.0,58.776441698369
0.0,70.36041881395529
0.0,70.4827876027568
0.0,70.4623886466931
0.0,70.4215993528209
0.0,70.4317983772603
0.0,70.4827876027568
0.0,70.3094295884588
0.0,70.39100908338808
0.0,70.39100908338808
0.0,67.3420596017924
0.0,68.1374369977339
0.0,69.7587897701202
0.0,69.1469539907754
0.0,69.8607600564504
0.0,69.6262219568793
0.0,69.69760152018429
0.0,69.6568122263121
0.0,69.6262219568793
0.0,70.20745975572099
0.0,70.4623886466931
0.0,67.5765899902932
0.0,68.6982840051747
0.0,67.3930406626261
0.0,67.3216610993211
0.0,67.3420596017924
0.0,67.3726498712252
0.0,67.4644283905939
0.0,67.42363864312921
0.0,67.7499475509988
0.0,67.8213275678962
0.0,91.6724889770559
0.0,69.9831206805893
0.0,69.7689815370817
0.0,70.0545006974867
0.0,70.5745579574628
0.0,70.5031783941577
0.0,70.47258812472491
0.0,70.36041881395529
0.0,70.4012081078275
0.0,70.3298285445225
0.0,71.1659952343363
0.0,71.32914605953209
0.0,71.54329336770229
0.0,71.7778237562032
0.0,70.941656612797
0.0,70.6153477049274
0.0,70.4623886466931
0.0,69.6670112507515
0.0,70.1768694862882
0.0,70.39100908338808
0.0,69.6874020421525
0.0,69.1061642433108
0.0,72.0429521252071
0.0,69.921940595316
0.0,70.13607973882361
0.0,68.3719750973051
0.0,64.5378399867293
0.0,66.1591850480453
0.0,65.3230179046391
0.0,66.7608218029507
0.0,66.2407640893822
0.0,66.17958400410889
0.0,66.1999747955099
0.0,66.8322013662557
0.0,66.63845301414919
0.0,66.5058924583861
0.0,66.3937231476165
0.0,66.45490368648211
0.0,66.5466822058508
0.0,67.1279200046925
0.0,66.98516042449
0.0,67.0871307108202
0.0,65.38420615457501
0.0,64.9763182053686
0.0,64.42567067595971
0.0,64.42567067595971
0.0,64.4154711979278
0.0,64.40527580222741
0.0,64.4562609453925
0.0,64.7009944406641
0.0,64.8335586251661
0.0,64.93552891149629
0.0,64.9763182053686
0.0,64.9763182053686
0.0,64.9253294334645
0.0,64.93552891149629
0.0,64.93552891149629
0.0,64.986513601069
0.0,65.5473569797708
0.0,78.7016976422469
0.0,69.90154935032271
0.0,67.1687097521571
0.0,67.2094994996217
0.0,67.2094994996217
0.0,67.2298902910227
0.0,67.2808790629268
0.0,67.24008976905449
0.0,67.1891005435581
0.0,67.0769312327884
0.0,67.0565404413874
0.0,67.1075215022212
0.0,67.0667317547566
0.0,66.98516042449
0.0,66.9749614000505
0.0,66.9749614000505
0.0,66.9953521914515
0.0,66.9137808611849
0.0,66.8322013662557
0.0,66.5772724752836
0.0,66.4956934339467
0.0,66.669043283582
0.0,66.7506223249188
0.0,67.3930406626261
0.0,67.4440298881226
0.0,67.24008976905449
0.0,67.3318601237605
0.0,67.2910708298883
0.0,67.1279200046925
0.0,66.9545701550572
0.0,67.3726498712252
0.0,67.25028108242371
0.0,68.3005955340001
0.0,68.117046206333
0.0,68.1374369977339
0.0,68.0048768955633
0.0,67.87230862873
0.0,68.0762564588683
0.0,67.8213275678962
0.0,68.38216686426661
0.0,68.4841444080748
0.0,68.94301387170741
0.0,70.0035196366529
0.0,70.2278582581923
0.0,70.0952904449513
0.0,70.3400275689619
0.0,70.4929789161259
0.0,70.55416716606179
0.0,70.8498858044986
0.0,68.4739453836353
0.0,68.8920246462109
0.0,68.94301387170741
0.0,68.9328143936755
0.0,68.8818333328418
0.0,68.94301387170741
0.0,68.9532128961468
0.0,68.9634046631083
0.0,68.9328143936755
0.0,68.9838031655796
0.0,68.94301387170741
0.0,68.9124236022745
0.0,70.10548946939079
0.0,72.277482513708
0.0,71.6248646979689
0.0,69.11636372134261
0.0,69.7587897701202
0.0,68.9532128961468
0.0,68.9838031655796
0.0,68.0558579563971
0.0,73.4909473368878
0.0,69.7485907456808
0.0,69.718000476248
0.0,69.6874020421525
0.0,69.7485907456808
0.0,69.6772107287833
0.0,69.7281917896171
0.0,69.738391267649
0.0,69.718000476248
0.0,69.2795218040164
0.0,69.6772107287833
0.0,71.0232356541338
0.0,71.5534846810715
0.0,71.91038385837379
0.0,70.6969267462643
0.0,70.4521896222537
0.0,70.4929789161259
0.0,70.4114075858593
0.0,70.44199785529209
0.0,70.4317983772603
0.0,70.4827876027568
0.0,70.4623886466931
0.0,70.4215993528209
0.0,70.44199785529209
0.0,70.3400275689619
0.0,70.4114075858593
0.0,70.3298285445225
0.0,70.36041881395529
0.0,70.3298285445225
0.0,70.4012081078275
0.0,70.3808096053562
0.0,70.39100908338808
0.0,70.3502193359234
0.0,70.3094295884588
0.0,70.278839319026
0.0,70.074899199958
0.0,70.1258807143841
0.0,70.1258807143841
0.0,70.074899199958
0.0,70.0952904449513
0.0,70.06470017551851
0.0,70.074899199958
0.0,70.0952904449513
0.0,70.08509867798979
0.0,70.08509867798979
0.0,70.08509867798979
0.0,70.0952904449513
0.0,70.0443093841175
0.0,70.0952904449513
0.0,70.1156889474226
0.0,70.06470017551851
0.0,70.0341099060857
0.0,70.1156889474226
0.0,70.1258807143841
0.0,70.1156889474226
0.0,70.10548946939079
0.0,70.074899199958
0.0,70.1258807143841
0.0,70.1258807143841
0.0,70.1768694862882
0.0,70.16667000825629
0.0,70.1462792168554
0.0,70.1462792168554
0.0,70.1768694862882
0.0,70.10548946939079
0.0,70.08509867798979
0.0,70.074899199958
0.0,70.1462792168554
0.0,70.1258807143841
0.0,70.1564786948872
0.0,70.08509867798979
0.0,70.1156889474226
0.0,70.10548946939079
0.0,70.1258807143841
0.0,70.0952904449513
0.0,70.1258807143841
0.0,70.1564786948872
0.0,70.1258807143841
0.0,70.1258807143841
0.0,70.1156889474226
0.0,70.1768694862882
0.0,70.1564786948872
0.0,70.18706896431999
0.0,70.1462792168554
0.0,70.1258807143841
0.0,70.1462792168554
0.0,70.1564786948872
0.0,70.1258807143841
0.0,70.1156889474226
0.0,70.074899199958
0.0,70.1156889474226
0.0,70.08509867798979
0.0,70.1156889474226
0.0,70.13607973882361
0.0,70.1156889474226
0.0,70.1462792168554
0.0,70.1156889474226
0.0,70.1156889474226
0.0,70.06470017551851
0.0,70.0443093841175
0.0,70.0545006974867
0.0,70.0341099060857
0.0,70.0545006974867
0.0,70.08509867798979
0.0,70.1156889474226
0.0,70.06470017551851
0.0,70.10548946939079
0.0,70.08509867798979
0.0,70.13607973882361
0.0,70.0952904449513
0.0,70.1156889474226
0.0,70.10548946939079
0.0,70.1156889474226
0.0,70.0952904449513
0.0,70.10548946939079
0.0,70.13607973882361
0.0,70.1258807143841
0.0,70.13607973882361
0.0,70.0952904449513
0.0,70.0952904449513
0.0,70.08509867798979
0.0,70.08509867798979
0.0,70.0952904449513
0.0,70.06470017551851
0.0,70.1156889474226
0.0,70.08509867798979
0.0,70.1258807143841
0.0,70.0952904449513
0.0,70.0952904449513
0.0,70.0952904449513
0.0,70.1156889474226
0.0,70.1156889474226
0.0,70.10548946939079
0.0,70.10548946939079
0.0,70.08509867798979
0.0,70.08509867798979
0.0,70.10548946939079
0.0,70.1258807143841
0.0,70.1258807143841
0.0,70.08509867798979
0.0,70.1258807143841
0.0,70.1156889474226
0.0,70.074899199958
0.0,70.08509867798979
0.0,70.1564786948872
0.0,70.1564786948872
0.0,70.1462792168554
0.0,70.1258807143841
0.0,70.08509867798979
0.0,70.10548946939079
0.0,70.1258807143841
0.0,70.1156889474226
0.0,70.1564786948872
0.0,70.1564786948872
0.0,70.1564786948872
0.0,70.16667000825629
0.0,70.18706896431999
0.0,70.20745975572099
0.0,70.16667000825629
0.0,70.20745975572099
0.0,70.18706896431999
0.0,70.18706896431999
0.0,70.1768694862882
0.0,70.16667000825629
0.0,70.18706896431999
0.0,70.16667000825629
0.0,70.1564786948872
0.0,70.13607973882361
0.0,70.1258807143841
0.0,70.1156889474226
0.0,70.18706896431999
0.0,70.1258807143841
0.0,70.1564786948872
0.0,70.1462792168554
0.0,70.13607973882361
0.0,70.18706896431999
0.0,70.1564786948872
0.0,70.1156889474226
0.0,70.1258807143841
0.0,70.1462792168554
0.0,70.1768694862882
0.0,70.16667000825629
0.0,70.16667000825629
0.0,70.16667000825629
0.0,70.1564786948872
0.0,70.13607973882361
0.0,70.1972602776892
0.0,70.1564786948872
0.0,70.1462792168554
0.0,70.1564786948872
0.0,70.18706896431999
0.0,70.16667000825629
0.0,70.1462792168554
0.0,70.2176592337528
0.0,70.1768694862882
0.0,70.1462792168554
0.0,70.13607973882361
0.0,70.1156889474226
0.0,70.1768694862882
0.0,70.10548946939079
0.0,70.1462792168554
0.0,70.18706896431999
0.0,70.13607973882361
0.0,70.1156889474226
0.0,70.1156889474226
0.0,70.16667000825629
0.0,70.1156889474226
0.0,70.1462792168554
0.0,70.16667000825629
0.0,70.13607973882361
0.0,70.1564786948872
0.0,70.18706896431999
0.0,70.8906678408929
0.0,70.9722468822298
0.0,70.0239104280539
0.0,69.89135032588321
0.0,70.5133778721896
0.0,70.39100908338808
0.0,70.6357384963284
0.0,70.73771649372891
0.0,70.9722468822298
0.0,69.24893153458359
0.0,69.2591233015451
0.0,69.2795218040164
0.0,69.3305033184425
0.0,69.2591233015451
0.0,69.2795218040164
0.0,69.3101120734492
0.0,69.3101120734492
0.0,69.340702342882
0.0,69.3916915683784
0.0,69.44267262921221
0.0,69.4324731511804
0.0,71.0640254015984
