0,1,2,3,4,5,6,7,8,9
1900.158252,3.861325402800506,128.05936106043427,15.763332863622901,1.14123840292,2.44047230699652,149.76667233333333,3515.573242400347,18594.66654361367,25.3400000184
1900.1789784000002,3.857926332777183,128.0627581648907,15.5866666213801,1.1413100227678947,2.44047230699652,149.79333966666667,3515.4765617160633,18625.33315082184,25.3400000184
1900.9999998720002,3.8545272627538596,128.066155269347,15.410000379137301,1.1413816426157894,2.44047230699652,149.820007,3515.37988103178,18655.99975803,25.3400000184
1900.2210408,3.8783206017196665,128.04236208157874,15.433333554088767,1.1414532624636842,2.44047230699652,150.06333899999996,3515.133218538643,18575.3331523376,25.2233332464
1900.2420719999998,3.902113940685473,128.01856889381028,15.456666729040231,1.1415248823115791,2.44047230699652,150.306671,3514.8865560455065,18494.6665466452,25.1066664744
1901.0699462904001,3.92590727965128,127.994775706042,15.479999903991699,1.1415965021594736,2.44047230699652,150.550003,3514.63989355237,18413.9999409528,24.9899997024
1900.2838296,3.891916730615504,128.02876822064468,15.6266664144311,1.1416681220073683,2.44047230699652,150.62000033333334,3514.8365886071065,18415.66670945813,24.9899997024
1900.3045559999998,3.8579261815797268,128.06276073524737,15.7733329248705,1.141739741855263,2.44047230699652,150.68999766666667,3515.033283661844,18417.333477963468,24.9899997024
1901.1300049968,3.82393563254395,128.09675324985005,15.9199994353099,1.1418113617031578,2.44047230699652,150.759995,3515.2299787165803,18419.0002464688,24.9899997024
1900.3463136,3.8035413636014654,128.11714676280528,15.909999826001634,1.1418829815510525,2.44047230699652,150.67333,3515.326659400864,18488.666790901498,24.9899997024
1900.3673448,3.783147094658984,128.13754027576064,15.900000216693366,1.1419546013989474,2.44047230699652,150.58666499999995,3515.423340085147,18558.3333353342,24.9899997024
1901.1899414784,3.7627528257165013,128.15793378871598,15.8900006073851,1.1420262212468422,2.44047230699652,150.5,3515.520020769429,18627.9998797669,24.9899997024
1900.4091024,3.820536713718084,128.10015050550402,15.7300005313025,1.1420978410947369,2.44047230699652,150.46666466666667,3515.3233244528888,18572.0001232407,24.9899997024
1900.4301335999999,3.8783206017196665,128.04236722229203,15.570000455219901,1.1421694609426316,2.44047230699652,150.43332933333332,3515.12662813635,18516.0003667145,24.9899997024
1900.4511647999998,3.93610448972125,127.98458393908005,15.410000379137301,1.1422410807905263,2.44047230699652,150.399994,3514.92993181981,18460.0006101883,24.9899997024
1900.4721960000002,3.9293063496746035,127.98798119473402,15.600000187023301,1.1423127006384208,2.44047230699652,150.55999766666667,3515.0799148904657,18466.333516007933,24.9899997024
1900.4932272,3.922508209627957,127.99137845038805,15.789999994909303,1.1423843204863158,2.44047230699652,150.72000133333333,3515.2298979611232,18472.66642182757,24.9899997024
1901.3199462984,3.9157100695813103,127.994775706042,15.9799998027953,1.1424559403342105,2.44047230699652,150.880005,3515.37988103178,18478.9993276472,24.9899997024
1900.5349848,3.912310999557987,127.99817553205266,15.98333330719093,1.1425275601821052,2.44047230699652,150.41667166666667,3515.4765617160633,18520.665993816798,24.9899997024
1900.5557112,3.9089119295346633,128.00157535806338,15.986666811586563,1.14259918003,2.433693217254864,149.95333833333333,3515.573242400347,18562.332659986398,24.9899997024
1901.3800050048,3.9055128595113398,128.00497518407403,15.990000315982199,1.14259918003,2.4269141275132067,149.490005,3515.66992308463,18603.999326156,24.9899997024
1900.5977735999998,3.9123109995579854,128.00157535806332,15.8533334148511,1.14259918003,2.42013503777155,149.270004,3515.523274961947,18571.999610730432,24.9899997024
1900.6188048000001,3.9191091396046343,127.99817553205268,15.716666513720002,1.14259918003,2.4133559480298934,149.050003,3515.3766268392637,18539.999895304867,24.9899997024
1901.4699706872,3.92590727965128,127.994775706042,15.579999612588901,1.14259918003,2.4065768582882368,148.830002,3515.2299787165803,18508.0001798793,24.9899997024
1900.6608672000002,3.9191091396046343,128.00157520686568,15.599999735084035,1.14259918003,2.39979776854658,148.779999,3515.1299630843237,18530.6666025505,24.9899997024
1900.6815936,3.9123109995579854,128.0083747076893,15.619999857579167,1.14259918003,2.3930186788049235,148.729996,3515.0299474520666,18553.3330252217,24.9899997024
1901.5200194568,3.9055128595113398,128.01517420851306,15.6399999800743,1.14259918003,2.3862395890632677,148.679993,3514.92993181981,18575.9994478929,24.9899997024
1900.7233512000007,3.9157100695813103,128.00497745203538,15.580000064528168,1.14259918003,2.3794604993216097,149.20999666666663,3515.12662813635,18542.999774325832,25.2733331464
1900.7443824000002,3.92590727965128,127.99478069555772,15.520000148982033,1.14259918003,2.372681409579953,149.74000033333334,3515.3233244528888,18510.000100758767,25.5566665904
1900.7654136,3.93610448972125,127.98458393908005,15.4600002334359,1.14259918003,2.365902319838297,150.270004,3515.520020769429,18477.0004271917,25.8400000344
1900.78614,3.9429026297678966,127.97438718260271,15.639999980074336,1.14259918003,2.3591232300966403,150.350001,3515.3233244528888,18451.666767661667,25.8400000344
1900.8071712,3.949700769814543,127.96419042612536,15.819999726712766,1.14259918003,2.3523441403549836,150.429998,3515.12662813635,18426.333108131632,25.8400000344
1901.6400146448002,3.95649890986119,127.953993669648,15.999999473351199,1.14259918003,2.3455650506133265,150.509995,3514.92993181981,18400.9994486016,25.8400000344
1900.8489287999998,3.9259074308487367,127.9879837650913,15.8366663448123,1.14259918003,2.3387859608716703,150.20999700000004,3515.1765955747496,18406.999714557332,25.8400000344
1900.8699600000002,3.895315951836283,128.0219738605347,15.6733332162734,1.14259918003,2.3320068711300137,149.909999,3515.42325932969,18412.99998051307,25.8400000344
1900.8909912000001,3.86472447282383,128.055963955978,15.510000087734499,1.14259918003,2.325227781388357,149.610001,3515.66992308463,18419.0002464688,25.8400000344
1900.9117176,3.840931133858023,128.076357468933,15.576666560132566,1.14259918003,2.3184486916467004,149.57666566666668,3515.523274961947,18505.6666079049,25.8400000344
1900.9327488,3.8171377948922167,128.09675098188802,15.643333032530633,1.14259918003,2.325227781388357,149.54333033333333,3515.3766268392637,18592.332969341,25.8400000344
1901.7800294016001,3.79334445592641,128.11714449484302,15.709999504928696,1.1426495791822222,2.3320068711300137,149.509995,3515.2299787165803,18678.9993307771,25.8400000344
1900.9745063999999,3.85792648397464,128.05256155960998,15.556666437637364,1.1426999783344445,2.3387859608716703,149.39999433333332,3515.0833318557,18577.99937107064,25.8400000344
1900.9955375999998,3.92250851202287,127.98797862437704,15.403333370346033,1.1427503774866667,2.3455650506133265,149.28999366666667,3514.93668499482,18476.999411364166,25.8400000344
1901.8399658832,3.9870905400711,127.923395689144,15.2500003030547,1.1428007766388888,2.3523441403549836,149.179993,3514.79003813394,18375.9994516577,25.8400000344
1901.0372952,3.9327055708953833,127.98118154271263,15.403333370346033,1.1428511757911108,2.3591232300966403,149.81332933333334,3514.88671755642,18426.333110429867,25.8400000344
1901.0583264000002,3.8783206017196665,128.0389673962813,15.556666437637364,1.1429015749433329,2.365902319838297,150.44666566666666,3514.9833969789,18476.66676920203,25.8400000344
1901.0790528,3.82393563254395,128.09675324984994,15.709999504928696,1.1429519740955556,2.372681409579953,151.080002,3515.08007640138,18527.0004279742,25.8400000344
1901.100084,3.8375319126372434,128.0797569925486,15.583333116984464,1.143002373247778,2.3794604993216097,150.67000333333334,3515.0300282075236,18539.3335974513,25.8400000344
1901.1208104000002,3.851128192730537,128.06276073524728,15.456666729040231,1.1430527724,2.3862395890632677,150.26000466666667,3514.9799800136666,18551.6667669284,25.8400000344
1901.9599610712,3.86472447282383,128.04576447794597,15.330000341096001,1.1431031715522222,2.3930186788049235,149.850006,3514.92993181981,18563.9999364055,25.8400000344
1901.1628728,3.9123113019529,128.00157777722237,15.4500001721883,1.1431535707044445,2.39979776854658,149.636673,3515.12662813635,18546.6664614124,25.5433336224
1901.1835992,3.9598981310819696,127.9573910764987,15.5700000032806,1.1432039698566667,2.4065768582882368,149.42334000000002,3515.3233244528888,18529.3329864193,25.2466672104
