Bit Depth (MD) m,SWOB kips,DWOB kips,HKLD-96%,HKLD-97%,HKLD-98%,HKLD-99%
1912.161148447997,8.622216937531036,2.51557634765353,113.46384718921033,122.16630256013133,131.70682380409633,142.17149238081052
1912.410795935997,8.616403492328011,2.517895974057133,113.47124753069603,122.17391086176106,131.71466009289603,142.1795787408707
1912.6604434239969,8.723186553594102,2.549178440062951,113.39244829857455,122.08929140382568,131.62365990841224,142.0815797575896
1912.9100909119968,8.929379928223423,2.6974772275410683,113.23599791092333,121.9216495164038,131.44374875481626,141.88821086925273
1913.1597383999967,9.008465808729568,2.917369618718926,113.17504143496097,121.85633662899298,131.37365992381248,141.8128834705057
1913.4093858879967,8.767966690481709,2.9979286106145344,113.35765161681908,122.05198963372372,131.58361180436552,142.0385192945954
1913.6590333759966,8.519511315276738,2.8415922042785833,113.54400345113675,122.25174883747025,131.79806953713754,142.26909933671334
1913.9086808639966,8.432681937203023,2.625667195102529,113.6079154691841,122.32031148969835,131.87173068999647,142.34835285900112
1914.1583283519965,8.45359944402017,2.5299302978530207,113.59287978402496,122.3041054634723,131.85424161624707,142.32945645469215
1914.4079758399964,8.56901279828434,2.5114484985222485,113.51401146987561,122.21913044205971,131.76257179803372,142.23044334485817
1914.6576233279964,8.876563800117752,2.042743189548429,113.34452391155938,122.0364995143369,131.56553176509905,142.01759846157273
1914.9072708159963,8.871305676418341,1.5756240438415874,113.64953205800181,122.36421072467286,131.91813239504674,142.39749943713497
1915.1569183039962,8.7187027977931,1.4366199384747382,114.22670109377152,122.98465486947381,132.5860191384535,143.11742433004457
1915.4065657919962,8.500109095992634,2.0721478730718945,115.03618007774804,123.85542537214435,133.52398366984946,144.12909167315954
1915.656213279996,8.659990833092717,2.5545954662146535,114.99676289311826,123.81384737077707,133.48003676027065,144.0825463898978
1915.905860767996,8.873876965139349,2.7340838060794654,114.82717866955903,123.63266215488767,133.28613335060032,143.8746928322839
1916.155508255996,8.949822923306824,2.751130566386274,114.76173740330724,123.56310924487228,133.21207283635118,143.79568808247623
1916.405155743996,8.907895890423216,2.6553686935544962,114.78671598238245,123.59031835662937,133.24172728606524,143.828024739024
1916.6548032319959,8.827342692776266,2.5582025402098947,114.83914591593293,123.64688976914995,133.30283901122309,143.8941165764596
1916.9044507199958,8.791964706878687,2.5120162488924933,114.86208222468757,123.67160843242681,133.32951167374023,143.92293251332475
1917.1540982079957,8.804828531229578,2.5085964810037553,114.85565863630151,123.66466298190585,133.3219941045961,143.91478740700265
1917.4037456959957,8.86656101643079,2.50997424464402,114.81497230814605,123.62090058098394,133.2748593982356,143.863953735161
1917.6533931839956,8.8919052230354,2.5154041109543486,114.79920015322485,123.60389685554397,133.25650549928744,143.8441188774766
1917.9030406719955,8.844285445798599,2.56714072850102,114.83270135194111,123.63999679219161,133.2954544381288,143.8861927885253
1918.1526881599955,8.789065089013205,2.670128546687273,114.87209150085754,123.68238410703225,133.34112755266074,143.93546998336905
1918.4023356479954,8.724693771844704,2.7562357023794686,114.9204974380088,123.73424219550114,133.39677024232316,143.9952638715008
1918.6519831359954,8.66588231133638,2.710071485618095,114.96582532854258,123.78266396073187,133.44858382928862,144.05079783069934
1918.9016306239953,8.618042601846222,2.598885170935269,114.99976687772998,123.819049537889,133.48764879976312,144.0928017352568
1919.1512781119952,8.610062785911275,2.524278939826661,115.00298782307182,123.8226529226426,133.49167145369742,144.09728427108934
1919.4009255999952,8.643570216568849,2.521236051111625,114.97829377005354,123.79617853129152,133.4632452734589,144.06671724096273
1919.650573087995,8.686541456275496,2.5562589959302304,114.95184423319154,123.76742540267064,133.43196671205192,144.03266861946747
1919.900220575995,8.76424039826211,2.5831745881372985,114.90552921113971,123.71692858209998,133.37688537643282,143.97255868747087
1920.149868063995,8.789156052076931,2.518926102104929,114.8913276910711,123.70134217505733,133.35978071470998,143.95378870457344
1920.399515551995,8.785942932073223,2.5170818823457157,114.8956094935227,123.70570655427015,133.36423562301036,143.9583429111065
1920.6491630399948,8.79045693108044,2.6420622794038646,114.899056410816,123.70884364322292,133.36703304646198,143.9607677671894
1920.8988105279948,8.7954764293098,2.8309402656363574,114.90360299889586,123.71310587974932,133.37098354774582,143.96437633684133
